"ID","MONTH","MARKET","CLIENT_ID","FIRST_ITER_SCS_CNT","FIRST_ITER_FAIL_CNT","NEXT_ITER_SCS_CNT","NEXT_ITER_FAIL_CNT","OVERALL_SCS_CNT","OVERALL_FAIL_CNT","SCS_PERCENT","IS_ACTIVE","CREAT_DT","CREAT_USER_ID","LAST_UPDT_DT","LAST_UPDT_USER_ID"
2461,"01-2026",SC,"3",17202,312,19740,312,19740,312,98.44,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.539,SYSTEM
2462,"01-2026",TN,"3",1465208,52768,1507146,61663,1530010,68853,95.69,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.551,SYSTEM
2459,"01-2026",NY,"3",19774869,458984,20462115,462011,20467887,463440,97.78,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.510,SYSTEM
2458,"01-2026",NV,"3",589497,9556,628838,10791,628838,10791,98.31,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.497,SYSTEM
2457,"01-2026",NJ,"3",236499,8290,239698,8504,240503,8728,96.49,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.483,SYSTEM
2456,"01-2026",NH,"3",291667,14258,325114,14379,325114,14379,95.76,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.470,SYSTEM
2455,"01-2026",MO,"3",10516610,112005,12473240,152617,13444801,181741,98.66,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.444,SYSTEM
2454,"01-2026",ME,"3",217353,11158,228701,12995,228701,12995,94.62,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.429,SYSTEM
2453,"01-2026",MD,"3",89776,7000,93969,7115,94557,7115,93,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.416,SYSTEM
2452,"01-2026",LA,"3",111727,8026,113825,8037,113918,8037,93.4,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.403,SYSTEM
2451,"01-2026",KY,"3",2112995,38868,2614324,47252,2663195,47348,98.25,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.388,SYSTEM
2450,"01-2026",KS,"3",1013068,206034,1242679,269831,1282681,280034,82.08,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.374,SYSTEM
2449,"01-2026",IN,"3",12433773,509960,12822425,519496,12835434,521177,96.09,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.360,SYSTEM
2448,"01-2026",IA,"3",1837757,15846,1858017,15860,1858017,15860,99.15,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.346,SYSTEM
2447,"01-2026",GA,"3",2932104,91836,3048582,95016,3048728,95016,96.97,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.331,SYSTEM
2446,"01-2026",FL,"3",709678,15174,876776,20211,877016,20211,97.74,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.318,SYSTEM
2445,"01-2026",DC,"3",2421,82,2421,82,2421,82,96.72,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.305,SYSTEM
2444,"01-2026",CT,"3",1587698,32921,1723390,41146,1723390,41146,97.66,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.290,SYSTEM
2443,"01-2026",CO,"3",3473560,179257,3755164,201410,3885833,230937,94.39,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.276,SYSTEM
2442,"01-2026",CA,"3",16892407,408276,17617725,426007,17662343,426072,97.64,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.262,SYSTEM
2441,"01-2026",AR,"3",37023,2336,47125,3181,48157,3358,93.48,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.237,SYSTEM
2469,"01-2026",NATIONAL,"3",994875,31309,1011256,31725,1019154,31785,96.97,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.457,SYSTEM
2468,"01-2026",WNY,"3",48848,1565,48848,1565,48848,1565,96.89,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.623,SYSTEM
2467,"01-2026",WV,"3",72033,2122,94632,3499,97954,3522,96.52,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.638,SYSTEM
2466,"01-2026",WI,"3",19779950,154678,23417116,238966,25247149,287148,98.87,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.610,SYSTEM
2465,"01-2026",WA,"3",2267605,23432,2310214,24149,2322127,24338,98.96,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.596,SYSTEM
2464,"01-2026",VA,"3",5363088,369349,5448808,375215,5451802,377209,93.52,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.583,SYSTEM
2463,"01-2026",TX,"3",5456003,87561,5722690,91881,5723251,91938,98.41,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.568,SYSTEM
2460,"01-2026",OH,"3",11402398,38461,12585094,45528,12592922,46292,99.63,1,2026-02-03 02:10:02.000,SYSTEM,2026-02-05 02:50:55.524,SYSTEM
2244,"12-2025",OH,"3",10916001,146496,11228133,152444,12010846,153004,98.74,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.425,SYSTEM
2243,"12-2025",NY,"3",17407088,617560,18008116,653229,19912274,661033,96.78,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.413,SYSTEM
2242,"12-2025",NV,"3",665868,8563,699223,17404,856597,17419,98,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.401,SYSTEM
2241,"12-2025",NJ,"3",437926,9455,449077,10663,476825,10783,97.78,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.389,SYSTEM
2240,"12-2025",NH,"3",256421,12960,257207,16630,288055,18330,94.01,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.375,SYSTEM
2239,"12-2025",MO,"3",14093789,208581,14239230,212767,14677399,215940,98.55,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.348,SYSTEM
2238,"12-2025",ME,"3",424987,15976,426602,18752,430968,18752,95.83,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.335,SYSTEM
2237,"12-2025",MD,"3",182517,5914,185069,5918,192656,5918,97.01,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.323,SYSTEM
2236,"12-2025",LA,"3",48647,2964,49677,3625,53526,3670,93.58,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.310,SYSTEM
2235,"12-2025",KY,"3",1584873,15822,1613832,15992,1668142,15992,99.05,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.294,SYSTEM
2234,"12-2025",KS,"3",1193998,206620,1234510,441742,1625122,441742,78.62,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.278,SYSTEM
2233,"12-2025",IN,"3",2994139,535538,3004987,537899,3038355,537997,84.95,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.264,SYSTEM
2232,"12-2025",IA,"3",111790,2345,114694,2671,124006,2721,97.85,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.252,SYSTEM
2231,"12-2025",GA,"3",3677440,75768,3715296,82115,3876068,83878,97.88,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.239,SYSTEM
2230,"12-2025",FL,"3",810636,16635,834959,24012,909717,24012,97.42,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.226,SYSTEM
2229,"12-2025",DC,"3",2532,1720,2533,2990,2803,2990,48.38,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.212,SYSTEM
2228,"12-2025",CT,"3",1527021,38904,1750733,41939,2237203,41979,98.15,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.195,SYSTEM
2227,"12-2025",CO,"3",19160188,770519,20269554,825391,23989558,871854,96.49,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.181,SYSTEM
2226,"12-2025",CA,"3",10678268,256926,10813554,281639,11385880,282350,97.58,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.166,SYSTEM
2225,"12-2025",AZ,"3",8449,98,8452,116,8456,116,98.64,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.153,SYSTEM
2224,"12-2025",AR,"3",61655,4451,68596,5714,88377,5918,93.72,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.137,SYSTEM
2252,"12-2025",NATIONAL,"3",83195,17549,88688,18701,110415,18701,85.51,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.360,SYSTEM
2251,"12-2025",WNY,"3",22085,210,22088,229,22097,229,98.97,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.503,SYSTEM
2250,"12-2025",WV,"3",60483,2427,63021,2730,77703,2821,96.49,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.515,SYSTEM
2249,"12-2025",WI,"3",23082441,379857,23182067,385072,23749578,387129,98.39,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.491,SYSTEM
2248,"12-2025",WA,"3",1445347,8150,1446052,8164,1447777,8164,99.43,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.476,SYSTEM
2245,"12-2025",TN,"3",548310,19336,553592,20705,568180,20745,96.47,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.437,SYSTEM
2246,"12-2025",TX,"3",2275144,55273,2320669,57886,2428145,60692,97.56,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.450,SYSTEM
2247,"12-2025",VA,"3",4558529,518762,4789979,552145,5353289,552145,90.65,1,2026-01-02 02:54:46.000,SYSTEM,2026-01-06 09:44:16.461,SYSTEM
2010,"11-2025",WI,"3",25322495,450980,30227122,521445,30266767,522549,98.3,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.979,SYSTEM
2009,"11-2025",WA,"3",5504720,151196,5509416,152266,5512582,152509,97.3,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.966,SYSTEM
2012,"11-2025",WNY,"3",26287,735,26545,735,26545,735,97.3,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.992,SYSTEM
2013,"11-2025",NATIONAL,"3",50543,10865,55557,10994,55557,10994,83.48,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.852,SYSTEM
1985,"11-2025",AR,"3",93393,3841,94961,3917,94961,3917,96.03,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.651,SYSTEM
1986,"11-2025",AZ,"3",62318,3428,62465,3436,62465,3436,94.78,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.665,SYSTEM
1987,"11-2025",CA,"3",13043347,479695,13563160,487239,13600841,489967,96.52,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.678,SYSTEM
1988,"11-2025",CO,"3",22669492,703291,28293268,803887,28461410,812286,97.22,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.691,SYSTEM
1989,"11-2025",CT,"3",4082678,41386,4128105,41576,4128105,41576,99,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.703,SYSTEM
1990,"11-2025",DC,"3",16518,174,16518,174,16518,174,98.95,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.715,SYSTEM
1991,"11-2025",FL,"3",1000660,16530,1033937,17372,1034501,17372,98.34,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.727,SYSTEM
1992,"11-2025",GA,"3",4835217,204427,5469441,219018,5490454,221983,96.11,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.740,SYSTEM
1993,"11-2025",IA,"3",231792,3599,350457,4444,456566,4556,99.01,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.752,SYSTEM
1994,"11-2025",IN,"3",4253307,58225,6104768,77978,6106460,80424,98.7,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.765,SYSTEM
1995,"11-2025",KS,"3",2571654,214787,2736688,229705,2736688,229705,92.25,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.777,SYSTEM
1996,"11-2025",KY,"3",4705419,97309,4736442,99102,4736653,99102,97.95,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.790,SYSTEM
1997,"11-2025",LA,"3",35359,2563,38323,2621,38731,2626,93.65,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.803,SYSTEM
1998,"11-2025",MD,"3",477749,9692,598696,10379,598696,10379,98.29,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.816,SYSTEM
1999,"11-2025",ME,"3",408944,10288,412339,10288,412339,10288,97.56,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.828,SYSTEM
2000,"11-2025",MO,"3",4158778,146006,4604945,170684,4720557,180459,96.31,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.840,SYSTEM
2001,"11-2025",NH,"3",943607,54542,1006368,55207,1010406,55225,94.81,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.864,SYSTEM
2002,"11-2025",NJ,"3",448119,23418,520015,25642,523784,25922,95.28,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.876,SYSTEM
2003,"11-2025",NV,"3",300833,8802,399093,9134,399093,9134,97.76,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.888,SYSTEM
2004,"11-2025",NY,"3",23263736,294948,23745814,306069,23871006,306413,98.73,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.901,SYSTEM
2005,"11-2025",OH,"3",14533058,698333,16484321,732575,16686888,739047,95.75,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.915,SYSTEM
2006,"11-2025",TN,"3",643291,71270,760432,74933,808824,75269,91.48,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.927,SYSTEM
2007,"11-2025",TX,"3",3628428,196543,3692097,198124,3693259,198514,94.89,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.940,SYSTEM
2008,"11-2025",VA,"3",4649219,479320,4879160,489513,4887377,489513,90.89,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:54.953,SYSTEM
2011,"11-2025",WV,"3",56462,11383,64949,11551,64949,11551,84.9,1,2025-12-01 01:43:49.000,SYSTEM,2026-02-05 01:50:55.005,SYSTEM
1765,"10-2025",AR,"3",88516,3134,91709,3247,92906,3247,96.6,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:29.974,SYSTEM
1794,"10-2025",NATIONAL,"3",188082,18377,263477,20770,263752,20803,92.6,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.095,SYSTEM
1767,"10-2025",CA,"3",8592609,339656,8839785,342695,8853758,343731,96.2,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:30.918,SYSTEM
1768,"10-2025",CO,"3",13136925,558140,14364403,645417,15538852,687121,95.7,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:30.931,SYSTEM
1769,"10-2025",CT,"3",3288945,105880,4056517,111832,4056736,111834,97.3,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:30.944,SYSTEM
1770,"10-2025",DC,"3",38725,6227,68579,6865,68579,6865,90.9,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:30.956,SYSTEM
1771,"10-2025",FL,"3",8051749,134811,8640851,145970,8683790,147111,98.3,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:30.968,SYSTEM
1772,"10-2025",GA,"3",0,0,32,0,32,0,20,1,2025-11-03 05:58:19.000,SYSTEM,2025-12-01 01:43:49.000,SYSTEM
1773,"10-2025",IA,"3",247373,61784,289091,62895,289091,62895,82.1,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:30.993,SYSTEM
1774,"10-2025",IN,"3",5852547,85963,6292771,98817,6375159,98991,98.4,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.006,SYSTEM
1775,"10-2025",KS,"3",1027763,47488,1027805,47490,1027805,47490,95.5,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.019,SYSTEM
1776,"10-2025",KY,"3",1842698,56595,2124790,58369,2127787,58426,97.3,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.032,SYSTEM
1777,"10-2025",LA,"3",31303,957,32209,1073,32209,1073,96.7,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.044,SYSTEM
1778,"10-2025",MD,"3",225620,14620,238744,14751,238746,14751,94.1,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.057,SYSTEM
1779,"10-2025",ME,"3",363578,18737,438922,23503,441596,25309,94.5,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.070,SYSTEM
1780,"10-2025",MO,"3",6777416,124417,9959470,214344,10355322,281477,97.3,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.083,SYSTEM
1781,"10-2025",NE,"3",189192,268,189192,268,189192,268,99.8,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.109,SYSTEM
1782,"10-2025",NH,"3",365111,61649,452538,61909,452538,61909,87.9,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.122,SYSTEM
1783,"10-2025",NJ,"3",516850,109553,563827,134913,591347,157352,78.9,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.137,SYSTEM
1784,"10-2025",NV,"3",412857,14153,464795,14704,486896,16175,96.7,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.151,SYSTEM
1785,"10-2025",NY,"3",914,2575,914,2575,914,2575,26.2,1,2025-11-03 05:58:19.000,SYSTEM,2025-12-01 01:43:49.000,SYSTEM
1786,"10-2025",OH,"3",13984603,377665,18019386,493022,18256225,501266,97.3,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.179,SYSTEM
1787,"10-2025",TN,"3",8,71,8,71,8,71,10.13,1,2025-11-03 05:58:19.000,SYSTEM,2025-12-01 01:43:49.000,SYSTEM
1788,"10-2025",TX,"3",2409175,75939,2481979,79469,2486714,79469,96.9,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.208,SYSTEM
1789,"10-2025",VA,"3",4682384,410217,5247788,438178,5248250,438178,92.2,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.223,SYSTEM
1790,"10-2025",WA,"3",14,62,14,62,14,62,18.42,1,2025-11-03 05:58:19.000,SYSTEM,2025-12-01 01:43:49.000,SYSTEM
1791,"10-2025",WI,"3",21430521,108869,25050140,240209,25894348,241756,99,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.253,SYSTEM
1792,"10-2025",WV,"3",51528,3137,52643,3172,52643,3172,94.3,1,2025-11-03 05:58:19.000,SYSTEM,2025-11-12 11:48:31.285,SYSTEM
